	reactome-id	wp-id
1064	R-HSA-5336415	WP3360
1065	R-HSA-1222352	WP2700
1066	R-HSA-1222499	
1067	R-HSA-1222541	
1068	R-HSA-1222449	
1069	R-HSA-1222538	
1070	R-HSA-1222387	
1071	R-HSA-168254	
1072	R-HSA-168253	WP2771
1073	R-HSA-168276	
1074	R-HSA-169131	
1075	R-HSA-168305	
1076	R-HSA-168888	
1077	R-HSA-168315	
1078	R-HSA-168277	
1079	R-HSA-168255	WP2683
1080	R-HSA-168274	
1081	R-HSA-168330	
1082	R-HSA-168333	
1083	R-HSA-168271	
1084	R-HSA-168273	
1085	R-HSA-168325	
1086	R-HSA-192814	
1087	R-HSA-192823	
1088	R-HSA-192905	
1089	R-HSA-192869	
1090	R-HSA-168275	
1091	R-HSA-168270	
1092	R-HSA-168336	
1093	R-HSA-168288	
1094	R-HSA-168268	
1095	R-HSA-168303	
1096	R-HSA-168298	
1097	R-HSA-168302	
1098	R-HSA-168316	
1099	R-HSA-168874	
1100	R-HSA-8863678	
1101	R-HSA-8862803	
1102	R-HSA-168256	
1103	R-HSA-1222556	WP3834
1104	R-HSA-1280215	
1105	R-HSA-5668541	WP3398
1106	R-HSA-5676594	
1107	R-HSA-5676590	
1108	R-HSA-5669034	WP3350
1109	R-HSA-982772	WP2657
1110	R-HSA-449147	WP3504
1111	R-HSA-6783589	
1112	R-HSA-1059683	WP2704
1113	R-HSA-6788467	WP3796
1114	R-HSA-8854691	WP3817
1115	R-HSA-448424	WP3820
1116	R-HSA-446652	WP1839
1117	R-HSA-5684264	
1118	R-HSA-5684264	
1119	R-HSA-5684264	
1120	R-HSA-5684264	
1121	R-HSA-5684264	
1122	R-HSA-5684264	
1123	R-HSA-5684264	
1124	R-HSA-5684264	
1125	R-HSA-5684264	
1126	R-HSA-5684264	
1127	R-HSA-451927	WP2732
1128	R-HSA-912526	
1129	R-HSA-912526	
1130	R-HSA-447115	
1131	R-HSA-512988	WP1840
1132	R-HSA-912631	
1133	R-HSA-448706	WP1838
1134	R-HSA-1266695	WP2673
1135	R-HSA-913531	
1136	R-HSA-877300	WP1836
1137	R-HSA-877312	
1138	R-HSA-1169410	
1139	R-HSA-1169408	WP2672
1140	R-HSA-909733	
1141	R-HSA-912694	
1142	R-HSA-168249	
1143	R-HSA-5621481	WP3354
1144	R-HSA-5621575	
1145	R-HSA-5621480	
1146	R-HSA-5607764	
1147	R-HSA-5607761	
1148	R-HSA-5660668	
1149	R-HSA-5607763	
1150	R-HSA-879415	WP1781
1151	R-HSA-6798695	
1152	R-HSA-168898	WP2775
1153	R-HSA-166016	
1154	R-HSA-166020	
1155	R-HSA-166054	
1156	R-HSA-166058	
1157	R-HSA-166058	
1158	R-HSA-166058	
1159	R-HSA-937039	
1160	R-HSA-937039	
1161	R-HSA-937039	
1162	R-HSA-937039	
1163	R-HSA-937039	
1164	R-HSA-445989	WP2656
1165	R-HSA-445989	WP2656
1166	R-HSA-445989	WP2656
1167	R-HSA-445989	WP2656
1168	R-HSA-445989	WP2656
1169	R-HSA-445989	WP2656
1170	R-HSA-445989	WP2656
1171	R-HSA-445989	WP2656
1172	R-HSA-445989	WP2656
1173	R-HSA-450294	WP2792
1174	R-HSA-450294	WP2792
1175	R-HSA-450294	WP2792
1176	R-HSA-450294	WP2792
1177	R-HSA-450294	WP2792
1178	R-HSA-450294	WP2792
1179	R-HSA-450294	WP2792
1180	R-HSA-450294	WP2792
1181	R-HSA-450294	WP2792
1182	R-HSA-450321	
1183	R-HSA-450321	
1184	R-HSA-450321	
1185	R-HSA-450321	
1186	R-HSA-450321	
1187	R-HSA-450321	
1188	R-HSA-450321	
1189	R-HSA-450321	
1190	R-HSA-450321	
1191	R-HSA-450302	
1192	R-HSA-450302	
1193	R-HSA-450302	
1194	R-HSA-450302	
1195	R-HSA-450302	
1196	R-HSA-450302	
1197	R-HSA-450302	
1198	R-HSA-450302	
1199	R-HSA-450302	
1200	R-HSA-450282	
1201	R-HSA-450282	
1202	R-HSA-450282	
1203	R-HSA-450282	
1204	R-HSA-450282	
1205	R-HSA-450282	
1206	R-HSA-450282	
1207	R-HSA-450282	
1208	R-HSA-450282	
1209	R-HSA-450341	
1210	R-HSA-450341	
1211	R-HSA-450341	
1212	R-HSA-450341	
1213	R-HSA-450341	
1214	R-HSA-450341	
1215	R-HSA-450341	
1216	R-HSA-450341	
1217	R-HSA-450341	
1218	R-HSA-937042	
1219	R-HSA-937042	
1220	R-HSA-937042	
1221	R-HSA-937042	
1222	R-HSA-937042	
1223	R-HSA-166166	
1224	R-HSA-166166	
1225	R-HSA-937061	
1226	R-HSA-937061	
1227	R-HSA-937041	
1228	R-HSA-937041	
1229	R-HSA-936964	
1230	R-HSA-936964	
1231	R-HSA-2562578	
1232	R-HSA-2562578	
1233	R-HSA-937072	
1234	R-HSA-937072	
1235	R-HSA-168138	
1236	R-HSA-975155	WP2768
1237	R-HSA-975155	WP2768
1238	R-HSA-975110	
1239	R-HSA-975110	
1240	R-HSA-975138	
1241	R-HSA-975138	
1242	R-HSA-975163	
1243	R-HSA-975163	
1244	R-HSA-975144	
1245	R-HSA-975144	
1246	R-HSA-168164	WP3352
1247	R-HSA-5686938	
1248	R-HSA-168181	
1249	R-HSA-1679131	WP2709
1250	R-HSA-168176	
1251	R-HSA-975871	WP2801
1252	R-HSA-975871	WP2801
1253	R-HSA-168142	
1254	R-HSA-181438	
1255	R-HSA-168179	
1256	R-HSA-168188	
1257	R-HSA-166658	WP1798
1258	R-HSA-166663	
1259	R-HSA-173736	
1260	R-HSA-166786	
1261	R-HSA-166662	
1262	R-HSA-2855086	
1263	R-HSA-173623	
1264	R-HSA-977606	
1265	R-HSA-174577	
1266	R-HSA-166665	
1267	R-HSA-168643	WP2763
1268	R-HSA-168638	
1269	R-HSA-622312	
1270	R-HSA-844615	
1271	R-HSA-844623	
1272	R-HSA-844456	
1273	R-HSA-844455	
1274	R-HSA-6803157	
1275	R-HSA-6799990	
1276	R-HSA-1461973	WP2671
1277	R-HSA-1462054	
1278	R-HSA-1461957	
1279	R-HSA-6803544	
1280	R-HSA-168928	
1281	R-HSA-933541	
1282	R-HSA-933543	
1283	R-HSA-918233	
1284	R-HSA-933542	
1285	R-HSA-936440	
1286	R-HSA-2454202	WP2759
1287	R-HSA-2871837	
1288	R-HSA-2871796	
1289	R-HSA-2730905	
1290	R-HSA-2871809	
1291	R-HSA-2029480	WP2719
1292	R-HSA-2029485	
1293	R-HSA-2029481	
1294	R-HSA-2029482	
1295	R-HSA-1834949	
1296	R-HSA-3134975	
1297	R-HSA-3248023	
1298	R-HSA-1606322	
1299	R-HSA-1606341	
1300	R-HSA-1810476	
1301	R-HSA-3134963	
1302	R-HSA-1834941	
1303	R-HSA-3249367	
1304	R-HSA-3270619	
1305	R-HSA-3134973	
1306	R-HSA-2172127	WP2694
1307	R-HSA-2424491	
1308	R-HSA-1280218	
1309	R-HSA-198933	WP1829
1310	R-HSA-392517	WP1895
1311	R-HSA-202403	WP1927
1312	R-HSA-202424	
1313	R-HSA-202433	
1314	R-HSA-202427	
1315	R-HSA-202430	
1316	R-HSA-983169	WP3577
1317	R-HSA-1236975	
1318	R-HSA-1236977	
1319	R-HSA-1236978	
1320	R-HSA-1236974	
1321	R-HSA-1236973	
1322	R-HSA-983170	
1323	R-HSA-983168	
1324	R-HSA-2132295	WP2679
1325	R-HSA-388841	WP1799
1326	R-HSA-389356	
1327	R-HSA-389357	
1328	R-HSA-389359	
1329	R-HSA-389948	
1330	R-HSA-389513	
1331	R-HSA-983705	WP2746
1332	R-HSA-983695	
1333	R-HSA-1168372	
1334	R-HSA-1169091	
1335	R-HSA-1169092	
1336	R-HSA-5690714	
1337	R-HSA-400253	WP1797
1338	R-HSA-1368071	WP3394
1339	R-HSA-1368108	
1340	R-HSA-1368082	WP3370
1341	R-HSA-2262752	
1342	R-HSA-2559583	
1343	R-HSA-2559585	WP3308
1344	R-HSA-2559580	WP3404
1345	R-HSA-2559586	
1346	R-HSA-2559584	
1347	R-HSA-2559582	WP3391
1348	R-HSA-1632852	WP3348
1349	R-HSA-2262749	
1350	R-HSA-1234174	WP2727
1351	R-HSA-1234176	
1352	R-HSA-1234162	
1353	R-HSA-1234158	
1354	R-HSA-3371556	WP3395
1355	R-HSA-3371453	
1356	R-HSA-3371571	
1357	R-HSA-3371568	
1358	R-HSA-3371511	
1359	R-HSA-3299685	WP2824
1360	R-HSA-74160	
1361	R-HSA-212165	
1362	R-HSA-5221030	WP3372
1363	R-HSA-212300	WP3312
1364	R-HSA-5250941	
1365	R-HSA-427359	WP3364
1366	R-HSA-427413	WP3305
1367	R-HSA-5334118	WP3359
1368	R-HSA-5250913	
1369	R-HSA-427389	WP3801
1370	R-HSA-5250924	WP3819
1371	R-HSA-72312	WP3829
1372	R-HSA-8868773	
1373	R-HSA-6791226	
1374	R-HSA-6790901	
1375	R-HSA-8868766	
1376	R-HSA-6793080	
1377	R-HSA-6807505	WP3827
1378	R-HSA-428359	
1379	R-HSA-504046	WP1905
1380	R-HSA-74158	
1381	R-HSA-76046	
1382	R-HSA-76071	
1383	R-HSA-76061	
1384	R-HSA-76066	
1385	R-HSA-73780	
1386	R-HSA-749476	
1387	R-HSA-73980	
1388	R-HSA-75944	
1389	R-HSA-163282	
1390	R-HSA-163316	
1391	R-HSA-73864	
1392	R-HSA-73863	
1393	R-HSA-73854	
1394	R-HSA-73728	
1395	R-HSA-73762	
1396	R-HSA-73772	
1397	R-HSA-73777	
1398	R-HSA-194441	WP2715
1399	R-HSA-191859	
1400	R-HSA-75067	WP1890
1401	R-HSA-77595	
1402	R-HSA-77588	
1403	R-HSA-111367	
1404	R-HSA-72306	
1405	R-HSA-6785470	WP3809
1406	R-HSA-6787450	WP3684
1407	R-HSA-6784531	WP3552
1408	R-HSA-6782315	WP3561
1409	R-HSA-6782861	WP3553
1410	R-HSA-72203	WP1889
1411	R-HSA-72202	
1412	R-HSA-159236	
1413	R-HSA-159234	
1414	R-HSA-159231	
1415	R-HSA-159230	
1416	R-HSA-159227	
1417	R-HSA-72187	
1418	R-HSA-72172	
1419	R-HSA-72165	
1420	R-HSA-72163	
1421	R-HSA-379724	WP1938
1422	R-HSA-379726	
1423	R-HSA-379716	
1424	R-HSA-927802	WP2710
1425	R-HSA-975957	
1426	R-HSA-975956	
1427	R-HSA-75072	WP1862
1428	R-HSA-72200	
1429	R-HSA-75094	
1430	R-HSA-75064	
1431	R-HSA-77042	
1432	R-HSA-75102	
1433	R-HSA-72086	WP1861
1434	R-HSA-429914	WP2659
1435	R-HSA-430039	
1436	R-HSA-429947	
1437	R-HSA-429958	
1438	R-HSA-450531	WP2733
1439	R-HSA-450513	
1440	R-HSA-450520	
1441	R-HSA-450604	
1442	R-HSA-450408	
1443	R-HSA-450385	
1444	R-HSA-211000	WP3571
1445	R-HSA-426496	
1446	R-HSA-5601884	
1447	R-HSA-426486	
1448	R-HSA-203927	
1449	R-HSA-5578749	
1450	R-HSA-73857	WP1906
1451	R-HSA-73856	
1452	R-HSA-109688	
1453	R-HSA-674695	
1454	R-HSA-75955	
1455	R-HSA-112382	
1456	R-HSA-113418	
1457	R-HSA-73779	
1458	R-HSA-76042	
1459	R-HSA-73776	
1460	R-HSA-75953	
1461	R-HSA-212436	WP1822
1462	R-HSA-8864260	
1463	R-HSA-8866911	
1464	R-HSA-8866904	
1465	R-HSA-8866907	
1466	R-HSA-8866906	
1467	R-HSA-8866910	
1468	R-HSA-8869496	
1469	R-HSA-350054	
1470	R-HSA-3700989	
1471	R-HSA-5628897	WP3349
1472	R-HSA-6796648	WP3808
1473	R-HSA-5633008	WP3802
1474	R-HSA-6803211	
1475	R-HSA-6803207	
1476	R-HSA-6803205	
1477	R-HSA-6803204	
1478	R-HSA-5633007	
1479	R-HSA-6804759	WP3798
1480	R-HSA-6804758	WP3816
1481	R-HSA-6811555	
1482	R-HSA-6804760	WP3823
1483	R-HSA-6806003	WP3807
1484	R-HSA-6804754	
1485	R-HSA-6804757	
1486	R-HSA-6804756	WP3838
1487	R-HSA-6791312	WP3804
1488	R-HSA-6804115	
1489	R-HSA-6804114	
1490	R-HSA-6804116	
1491	R-HSA-383280	
1492	R-HSA-2032785	WP2738
1493	R-HSA-72766	
1494	R-HSA-72766	
1495	R-HSA-156842	WP1811
1496	R-HSA-156842	WP1811
1497	R-HSA-156902	
1498	R-HSA-156902	
1499	R-HSA-72764	WP1813
1500	R-HSA-72764	WP1813
1501	R-HSA-1799339	WP2737
1502	R-HSA-1799339	WP2737
1503	R-HSA-72613	WP1812
1504	R-HSA-72613	WP1812
1505	R-HSA-72737	
1506	R-HSA-72737	
1507	R-HSA-72731	
1508	R-HSA-72731	
1509	R-HSA-72689	
1510	R-HSA-72689	
1511	R-HSA-72702	
1512	R-HSA-72702	
1513	R-HSA-72706	
1514	R-HSA-72706	
1515	R-HSA-72695	
1516	R-HSA-72695	
1517	R-HSA-72662	
1518	R-HSA-72662	
1519	R-HSA-72649	
1520	R-HSA-72649	
1521	R-HSA-156827	
1522	R-HSA-156827	
1523	R-HSA-112316	
1524	R-HSA-112307	
1525	R-HSA-112303	
1526	R-HSA-112315	
1527	R-HSA-112313	WP1872
1528	R-HSA-210455	
1529	R-HSA-112308	WP1800
1530	R-HSA-112314	
1531	R-HSA-399721	
1532	R-HSA-399710	
1533	R-HSA-399719	
1534	R-HSA-416993	
1535	R-HSA-181431	
1536	R-HSA-629602	
1537	R-HSA-622327	
1538	R-HSA-629594	
1539	R-HSA-629587	
1540	R-HSA-629587	
1541	R-HSA-622323	
1542	R-HSA-629597	
1543	R-HSA-451326	
1544	R-HSA-500657	
1545	R-HSA-451306	
1546	R-HSA-451307	
1547	R-HSA-451308	
1548	R-HSA-442755	
1549	R-HSA-438066	
1550	R-HSA-438064	
1551	R-HSA-442720	
1552	R-HSA-442717	
1553	R-HSA-442745	
1554	R-HSA-442729	
1555	R-HSA-442742	
1556	R-HSA-442982	
1557	R-HSA-444257	
1558	R-HSA-977443	
1559	R-HSA-977441	
1560	R-HSA-977444	
1561	R-HSA-991365	
1562	R-HSA-997269	
1563	R-HSA-997272	
1564	R-HSA-977442	
1565	R-HSA-112311	WP1870
1566	R-HSA-380615	
1567	R-HSA-380612	
1568	R-HSA-379401	
1569	R-HSA-379398	
1570	R-HSA-379397	
1571	R-HSA-112310	WP1871
1572	R-HSA-888590	WP2685
1573	R-HSA-916853	
1574	R-HSA-888568	
1575	R-HSA-888593	
1576	R-HSA-181429	
1577	R-HSA-210500	
1578	R-HSA-212676	
1579	R-HSA-264642	
1580	R-HSA-181430	
1581	R-HSA-1296071	WP2669
1582	R-HSA-1296065	
1583	R-HSA-1296053	
1584	R-HSA-1296059	
1585	R-HSA-1296041	
1586	R-HSA-1296025	
1587	R-HSA-1296067	
1588	R-HSA-1296346	
1589	R-HSA-1299344	
1590	R-HSA-1299308	
1591	R-HSA-1299287	
1592	R-HSA-1299503	
1593	R-HSA-1299361	
1594	R-HSA-1299316	
1595	R-HSA-1296052	
1596	R-HSA-1296061	
1597	R-HSA-1296072	
1598	R-HSA-6794362	
1599	R-HSA-8849932	
1600	R-HSA-6794361	
1601	R-HSA-4839726	
1602	R-HSA-3247509	WP3362
1603	R-HSA-3214841	
1604	R-HSA-3214858	
1605	R-HSA-3214815	
1606	R-HSA-3214842	
1607	R-HSA-3214847	
1608	R-HSA-5205647	WP3549
1609	R-HSA-5205685	
1610	R-HSA-392499	
1611	R-HSA-1268020	WP2717
1612	R-HSA-381119	WP1939
1613	R-HSA-381033	
1614	R-HSA-381183	
1615	R-HSA-381042	
1616	R-HSA-380994	WP2753
1617	R-HSA-381070	
1618	R-HSA-381038	WP3472
1619	R-HSA-5676934	WP3800
1620	R-HSA-2980736	
1621	R-HSA-264876	WP2736
1622	R-HSA-209952	WP2691
1623	R-HSA-209822	
1624	R-HSA-422085	WP3436
1625	R-HSA-400508	WP2728
1626	R-HSA-400511	
1627	R-HSA-381771	
1628	R-HSA-2022377	WP2729
1629	R-HSA-597592	
1630	R-HSA-163125	
1631	R-HSA-162791	
1632	R-HSA-162710	
1633	R-HSA-162699	
1634	R-HSA-162699	
1635	R-HSA-5173105	WP3315
1636	R-HSA-5173214	
1637	R-HSA-913709	
1638	R-HSA-977068	
1639	R-HSA-8852135	
1640	R-HSA-8866652	
1641	R-HSA-2990846	WP2778
1642	R-HSA-3215018	
1643	R-HSA-3065678	
1644	R-HSA-3065679	
1645	R-HSA-3065676	
1646	R-HSA-3108232	
1647	R-HSA-3108214	WP3327
1648	R-HSA-4615885	WP3805
1649	R-HSA-3232118	WP3824
1650	R-HSA-4551638	WP3799
1651	R-HSA-4570464	WP3794
1652	R-HSA-163841	WP2762
1653	R-HSA-159854	
1654	R-HSA-159782	
1655	R-HSA-159740	
1656	R-HSA-159763	
1657	R-HSA-5358493	
1658	R-HSA-1663150	
1659	R-HSA-204626	
1660	R-HSA-446203	WP1785
1661	R-HSA-446193	
1662	R-HSA-446219	
1663	R-HSA-446210	
1664	R-HSA-446205	
1665	R-HSA-480985	
1666	R-HSA-6787639	
1667	R-HSA-4085001	WP3363
1668	R-HSA-446199	
1669	R-HSA-532668	
1670	R-HSA-901042	
1671	R-HSA-901032	
1672	R-HSA-948021	
1673	R-HSA-975576	
1674	R-HSA-975574	
1675	R-HSA-975577	
1676	R-HSA-975578	
1677	R-HSA-964739	
1678	R-HSA-964827	
1679	R-HSA-199977	WP3542
1680	R-HSA-199977	WP3542
1681	R-HSA-5694530	WP3560
1682	R-HSA-5694530	WP3560
1683	R-HSA-6807878	
1684	R-HSA-6807878	
1685	R-HSA-204005	
1686	R-HSA-204005	
1687	R-HSA-5688426	
1688	R-HSA-5689880	
1689	R-HSA-5689896	
1690	R-HSA-5689901	
1691	R-HSA-5689877	
1692	R-HSA-5689603	
1693	R-HSA-381426	WP2799
1694	R-HSA-977225	WP3547
1695	R-HSA-391251	WP1892
1696	R-HSA-389977	
1697	R-HSA-390466	
1698	R-HSA-6814122	
1699	R-HSA-389958	
1700	R-HSA-389957	
1701	R-HSA-390450	
1702	R-HSA-389960	
1703	R-HSA-390471	
1704	R-HSA-5683826	WP3579
1705	R-HSA-73894	
1706	R-HSA-73942	WP1804
1707	R-HSA-73943	
1708	R-HSA-112122	
1709	R-HSA-112126	
1710	R-HSA-5657655	
1711	R-HSA-73884	
1712	R-HSA-73933	WP3345
1713	R-HSA-110373	
1714	R-HSA-5651801	
1715	R-HSA-110362	
1716	R-HSA-5649702	
1717	R-HSA-110357	
1718	R-HSA-110381	
1719	R-HSA-73930	
1720	R-HSA-73929	WP3399
1721	R-HSA-73927	
1722	R-HSA-110331	
1723	R-HSA-110330	
1724	R-HSA-73928	
1725	R-HSA-110329	
1726	R-HSA-110328	
1727	R-HSA-5696398	WP1980
1728	R-HSA-5696399	
1729	R-HSA-5696400	
1730	R-HSA-5696394	
1731	R-HSA-5696397	
1732	R-HSA-5696395	
1733	R-HSA-6781827	
1734	R-HSA-6781823	
1735	R-HSA-6782135	
1736	R-HSA-6782210	
1737	R-HSA-5693532	
1738	R-HSA-5693606	WP3543
1739	R-HSA-5693548	
1740	R-HSA-5693565	
1741	R-HSA-5693538	
1742	R-HSA-5685939	WP3570
1743	R-HSA-5693567	WP3567
1744	R-HSA-5685938	
1745	R-HSA-5685942	
1746	R-HSA-5693579	
1747	R-HSA-5693616	
1748	R-HSA-5693537	
1749	R-HSA-5693568	
1750	R-HSA-5693554	
1751	R-HSA-5693607	
1752	R-HSA-5693571	WP3550
1753	R-HSA-73893	WP1803
1754	R-HSA-110314	
1755	R-HSA-110313	
1756	R-HSA-110312	
1757	R-HSA-5655862	
1758	R-HSA-5656121	
1759	R-HSA-5656169	
1760	R-HSA-110320	
1761	R-HSA-5358508	WP3381
1762	R-HSA-5358565	
1763	R-HSA-5358606	
1764	R-HSA-6783310	WP3569
1765	R-HSA-1474165	
1766	R-HSA-1187000	WP2697
1767	R-HSA-1300645	
1768	R-HSA-1300652	
1769	R-HSA-2534343	
1770	R-HSA-1300644	
1771	R-HSA-1300642	
1772	R-HSA-397014	
1773	R-HSA-390522	WP3795
1774	R-HSA-445355	WP3811
1775	R-HSA-5576891	WP3810
1776	R-HSA-5576893	
1777	R-HSA-5578775	
1778	R-HSA-5576886	
1779	R-HSA-5576894	
1780	R-HSA-5576892	
1781	R-HSA-5576890	
1782	R-HSA-5578768	
1783	R-HSA-109582	
1784	R-HSA-983231	WP1815
1785	R-HSA-983189	WP1842
1786	R-HSA-75205	WP1802
1787	R-HSA-75892	WP1883
1788	R-HSA-140877	WP1818
1789	R-HSA-140837	
1790	R-HSA-140875	
1791	R-HSA-140834	
1792	R-HSA-418346	WP1885
1793	R-HSA-418360	
1794	R-HSA-418359	
1795	R-HSA-139853	
1796	R-HSA-392154	
1797	R-HSA-418457	
1798	R-HSA-432142	
1799	R-HSA-392851	
1800	R-HSA-76002	
1801	R-HSA-76009	WP1884
1802	R-HSA-392023	
1803	R-HSA-76005	WP1903
1804	R-HSA-114608	
1805	R-HSA-114516	
1806	R-HSA-430116	WP1823
1807	R-HSA-114604	WP1826
1808	R-HSA-392518	WP1908
1809	R-HSA-418592	
1810	R-HSA-392170	
1811	R-HSA-428930	
1812	R-HSA-456926	WP1929
1813	R-HSA-202733	WP1794
1814	R-HSA-210990	
1815	R-HSA-210991	
1816	R-HSA-210993	
1817	R-HSA-5653656	
1818	R-HSA-2173782	WP2784
1819	R-HSA-3000497	
1820	R-HSA-3000484	
1821	R-HSA-3000480	
1822	R-HSA-2168880	
1823	R-HSA-3000471	
1824	R-HSA-199991	
1825	R-HSA-157858	WP1820
1826	R-HSA-191650	
1827	R-HSA-191647	
1828	R-HSA-190828	
1829	R-HSA-190861	
1830	R-HSA-190827	
1831	R-HSA-190872	
1832	R-HSA-190840	
1833	R-HSA-190704	
1834	R-HSA-190873	
1835	R-HSA-196025	
1836	R-HSA-1445148	WP2777
1837	R-HSA-8856828	
1838	R-HSA-8856825	
1839	R-HSA-6811442	WP3842
1840	R-HSA-6811438	
1841	R-HSA-6811440	
1842	R-HSA-8856688	
1843	R-HSA-6811434	
1844	R-HSA-6811436	
1845	R-HSA-8876198	
1846	R-HSA-199992	WP3578
1847	R-HSA-421837	
1848	R-HSA-432720	
1849	R-HSA-432722	
1850	R-HSA-917729	WP3575
1851	R-HSA-1640170	
1852	R-HSA-69620	WP1775
1853	R-HSA-69618	
1854	R-HSA-141424	
1855	R-HSA-141444	
1856	R-HSA-141405	
1857	R-HSA-141405	
1858	R-HSA-141430	
1859	R-HSA-141430	
1860	R-HSA-69481	
1861	R-HSA-69478	
1862	R-HSA-176187	
1863	R-HSA-69473	
1864	R-HSA-75035	
1865	R-HSA-69615	
1866	R-HSA-69580	
1867	R-HSA-69563	
1868	R-HSA-69541	
1869	R-HSA-349425	
1870	R-HSA-69560	
1871	R-HSA-69895	
1872	R-HSA-69613	
1873	R-HSA-69610	
1874	R-HSA-69601	
1875	R-HSA-1500620	
1876	R-HSA-912446	WP2698
1877	R-HSA-1221632	WP2731
1878	R-HSA-73886	
1879	R-HSA-774815	WP1874
1880	R-HSA-606279	
1881	R-HSA-157579	WP1928
1882	R-HSA-180786	
1883	R-HSA-171319	
1884	R-HSA-174417	
1885	R-HSA-174411	
1886	R-HSA-174430	
1887	R-HSA-174414	
1888	R-HSA-174437	
1889	R-HSA-171306	
1890	R-HSA-69278	
1891	R-HSA-453279	
1892	R-HSA-1538133	
1893	R-HSA-69206	
1894	R-HSA-69205	
1895	R-HSA-113510	
1896	R-HSA-113507	
1897	R-HSA-113501	
1898	R-HSA-69202	
1899	R-HSA-187577	
1900	R-HSA-187577	
1901	R-HSA-69200	
1902	R-HSA-68962	
1903	R-HSA-68962	
1904	R-HSA-68962	
1905	R-HSA-69236	
1906	R-HSA-69231	
1907	R-HSA-453274	
1908	R-HSA-69275	
1909	R-HSA-2565942	
1910	R-HSA-8854050	
1911	R-HSA-8854521	
1912	R-HSA-8854518	
1913	R-HSA-8852276	
1914	R-HSA-156711	
1915	R-HSA-157881	
1916	R-HSA-380287	
1917	R-HSA-380270	
1918	R-HSA-380320	
1919	R-HSA-380284	
1920	R-HSA-380259	
1921	R-HSA-69273	
1922	R-HSA-170145	
1923	R-HSA-68911	
1924	R-HSA-68886	
1925	R-HSA-2555396	WP2757
1926	R-HSA-68881	
1927	R-HSA-68882	
1928	R-HSA-2467813	
1929	R-HSA-2995410	
1930	R-HSA-2995383	
1931	R-HSA-68884	
1932	R-HSA-2470946	
1933	R-HSA-68877	WP2652
1934	R-HSA-2514853	
1935	R-HSA-2500257	
1936	R-HSA-68875	WP2654
1937	R-HSA-2299718	
1938	R-HSA-2465910	
1939	R-HSA-2980766	
1940	R-HSA-3301854	
1941	R-HSA-2980767	
1942	R-HSA-4419969	
1943	R-HSA-2993913	
1944	R-HSA-162658	
1945	R-HSA-453276	
1946	R-HSA-174143	
1947	R-HSA-176407	
1948	R-HSA-174084	
1949	R-HSA-174178	
1950	R-HSA-176408	
1951	R-HSA-174113	
1952	R-HSA-176417	
1953	R-HSA-176814	
1954	R-HSA-176412	
1955	R-HSA-176409	
1956	R-HSA-174154	
1957	R-HSA-174048	
1958	R-HSA-179419	
1959	R-HSA-179409	
1960	R-HSA-174184	
1961	R-HSA-69304	WP1898
1962	R-HSA-69304	WP1898
1963	R-HSA-69300	
1964	R-HSA-69300	
1965	R-HSA-69017	
1966	R-HSA-69017	
1967	R-HSA-69017	
1968	R-HSA-69017	
1969	R-HSA-68949	
1970	R-HSA-68949	
1971	R-HSA-68949	
1972	R-HSA-68949	
1973	R-HSA-69298	
1974	R-HSA-69298	
1975	R-HSA-69242	WP2772
1976	R-HSA-75815	
1977	R-HSA-69229	
1978	R-HSA-69656	
1979	R-HSA-2468052	
1980	R-HSA-69239	WP1925
1981	R-HSA-69239	WP1925
1982	R-HSA-69052	
1983	R-HSA-69052	
1984	R-HSA-69190	
1985	R-HSA-69190	
1986	R-HSA-176974	
1987	R-HSA-176974	
1988	R-HSA-69186	
1989	R-HSA-69186	
1990	R-HSA-69183	
1991	R-HSA-69183	
1992	R-HSA-69166	
1993	R-HSA-69166	
1994	R-HSA-69091	
1995	R-HSA-69091	
1996	R-HSA-69091	
1997	R-HSA-69091	
1998	R-HSA-69109	
1999	R-HSA-69109	
2000	R-HSA-68952	
2001	R-HSA-68952	
2002	R-HSA-68874	
2003	R-HSA-68874	
2004	R-HSA-69002	
2005	R-HSA-69002	
2006	R-HSA-68867	
2007	R-HSA-68867	
2008	R-HSA-68827	
2009	R-HSA-68827	
2010	R-HSA-68689	
2011	R-HSA-68689	
2012	R-HSA-68616	
2013	R-HSA-68616	
2014	R-HSA-1266738	
2015	R-HSA-452723	WP2821
2016	R-HSA-2892247	WP3333
2017	R-HSA-2892245	WP3382
2018	R-HSA-1181150	WP2675
2019	R-HSA-1433617	
2020	R-HSA-6805567	
2021	R-HSA-6809371	
2022	R-HSA-381340	WP2751
2023	R-HSA-186712	WP3513
2024	R-HSA-210744	
2025	R-HSA-210747	
2026	R-HSA-210745	
2027	R-HSA-211163	
2028	R-HSA-210746	
2029	R-HSA-5619507	
2030	R-HSA-5617472	WP3813
2031	R-HSA-422475	
2032	R-HSA-8853659	
2033	R-HSA-373760	WP1843
2034	R-HSA-445095	
2035	R-HSA-447041	
2036	R-HSA-447043	
2037	R-HSA-447038	
2038	R-HSA-445144	
2039	R-HSA-437239	
2040	R-HSA-376176	WP1918
2041	R-HSA-428890	
2042	R-HSA-428542	
2043	R-HSA-428540	
2044	R-HSA-428543	
2045	R-HSA-375165	WP1866
2046	R-HSA-419037	
2047	R-HSA-2682334	WP3309
2048	R-HSA-3928665	
2049	R-HSA-3928664	
